id,不知道,不知道
4937010,"我是格蕾·埃尔，是来自理之塔的一名人类学者。是的，你没有听错。
我是来自只招收魔女的理之塔学院中为数不多人类成员。
凭借优秀的星相学和魔导学的研究而被学院认可，成为了学院研究者。但是怎么说呢…
加入学院之后我的研究速度反而要比我单独行动时慢很多，受限于各种各样的规章制度，还要有上下级和汇报，真的太麻烦了…
虽然学院中有着全大陆最完善的设施和书籍馆藏…但说实话，我想加入的是北境的克劳乌工坊，然后将自己的一生完全奉献给星相学和魔导动力学的研究啊…","我是格蕾·埃尔，是来自理之塔的一名人类学者。是的，你没有听错。
我是来自只招收魔女的理之塔学院中为数不多人类成员。
凭借优秀的星相学和魔导学的研究而被学院认可，成为了学院研究者。但是怎么说呢…
加入学院之后我的研究速度反而要比我单独行动时慢很多，受限于各种各样的规章制度，还要有上下级和汇报，真的太麻烦了…
虽然学院中有着全大陆最完善的设施和书籍馆藏…但说实话，我想加入的是北境的克劳乌工坊，然后将自己的一生完全奉献给星相学和魔导动力学的研究啊…"
4937020,格蕾的自述·隐士,格蕾的自述·隱士
4937030,"我为什么会在琉璃岛？因为我觉得我和理之塔之间的矛盾已经不可缓和了吧…
每次申请新的实验材料和资料时，都要被上面的魔女阴阳怪气一番。
好像一副人类能够做到现在的程度全靠了魔女一样的态度…不是说贬低魔女啦。
我是认为事物的存在必然存在其合理性啦…魔法这一资源被人类使用，没什么不合理的才对。
夏洛特看出了我和理之塔迟早会爆发冲突，所以特地把我救出来带我来到了这里。
我也能继续做我想做的研究了。
远离了魔女和人类的偏见旋涡也让我重新思考起了我做研究的意义…","我为什么会在琉璃岛？因为我觉得我和理之塔之间的矛盾已经不可缓和了吧…
每次申请新的实验材料和资料时，都要被上面的魔女阴阳怪气一番。
好像一副人类能够做到现在的程度全靠了魔女一样的态度…不是说贬低魔女啦。
我是认为事物的存在必然存在其合理性啦…魔法这一资源被人类使用，没什么不合理的才对。
夏洛特看出了我和理之塔迟早会爆发冲突，所以特地把我救出来带我来到了这里。
我也能继续做我想做的研究了。
远离了魔女和人类的偏见旋涡也让我重新思考起了我做研究的意义…"
4937040,格蕾的自述·院长,格蕾的自述·院長
4937050,"我现在是琉璃岛魔法学院里的代理校长。
由于夏洛特的招生活动，学院中新生越来越多。
夏洛特也在把我任命为代理学院长后自己消失不见了…
不过说实话倒也不错，脱离了理之塔的束缚，这些学生就不会再受到偏见的影响，也能学到最纯粹的知识。
偶尔我也会让人类的孩子来学院上课，希望能从这里开始，人类和魔女真正的能够走向和平的未来吧…","我现在是琉璃岛魔法学院里的代理校长。
由于夏洛特的招生活动，学院中新生越来越多。
夏洛特也在把我任命为代理学院长后自己消失不见了…
不过说实话倒也不错，脱离了理之塔的束缚，这些学生就不会再受到偏见的影响，也能学到最纯粹的知识。
偶尔我也会让人类的孩子来学院上课，希望能从这里开始，人类和魔女真正的能够走向和平的未来吧…"
4937060,格蕾的自述·调停者,格蕾的自述·調停者
4937070,"想了解我的研究？星相学还是魔导力学？两者都想？那就从星相学开始说吧…
星相学的研究始于罗兰教派。
由于高天被确认存在，且拥有更高层的能量和生命。
那么我们所能够见到的太阳，月亮，星辰就都是高天能量的一种演化。
星相学就是负责由日升月移为始，研究高天能量运动的规律和使用的可能性。自学说成立以来，应当说是成果斐然…
而魔导学则是通过研究魔法的互通性，让魔法得以在非生命体上流动或者存储。通过使用附加了魔法的器械让人类拥有使用魔法的能力。
嘛…毕竟能让人类也用上魔法，算是我的毕生愿望之一啦~","想了解我的研究？星相学还是魔导力学？两者都想？那就从星相学开始说吧…
星相学的研究始于罗兰教派。
由于高天被确认存在，且拥有更高层的能量和生命。
那么我们所能够见到的太阳，月亮，星辰就都是高天能量的一种演化。
星相学就是负责由日升月移为始，研究高天能量运动的规律和使用的可能性。自学说成立以来，应当说是成果斐然…
而魔导学则是通过研究魔法的互通性，让魔法得以在非生命体上流动或者存储。通过使用附加了魔法的器械让人类拥有使用魔法的能力。
嘛…毕竟能让人类也用上魔法，算是我的毕生愿望之一啦~"
4937080,洁莉丝修女的自述·预备骑士,潔莉絲修女的自述·預備騎士
4937090,我叫洁莉丝，曾经是教会骑士团的预备役骑士，目前正在琉璃岛担任分教会的建设工作，和凯因神父在一起工作。凯因神父？没关系，消失了也没有关系。,我叫洁莉丝，曾经是教会骑士团的预备役骑士，目前正在琉璃岛担任分教会的建设工作，和凯因神父在一起工作。凯因神父？没关系，消失了也没有关系。
4937100,洁莉丝修女的自述·复兴之路,潔莉絲修女的自述·復興之路
4937110,"我来自大陆中部地区。是出生在魔女战争时期，被教会收养的孤儿。
我并未觉得不幸。我在教会中接受教育和训练，自己选择了现在这条修复战争伤口的救赎之路。","我来自大陆中部地区。是出生在魔女战争时期，被教会收养的孤儿。
我并未觉得不幸。我在教会中接受教育和训练，自己选择了现在这条修复战争伤口的救赎之路。"
4937120,洁莉丝修女的自述·慈爱,潔莉絲修女的自述·慈愛
4937130,"在琉璃岛的日子非常平静。与罗兰镇共处的这段日子里，我见到了很难得的安宁与和平。
虽然无法消除战争在人们心中留下的伤痕，但能够帮助那些陷入苦难的人们也让我非常开心…","在琉璃岛的日子非常平静。与罗兰镇共处的这段日子里，我见到了很难得的安宁与和平。
虽然无法消除战争在人们心中留下的伤痕，但能够帮助那些陷入苦难的人们也让我非常开心…"
4937140,洁莉丝修女的自述·阳光,潔莉絲修女的自述·陽光
4937150,"与露西姆相遇的日子很短呢。
在工坊没有开业的时候，就只有在前往夏洛特大人的住处时才能见到这个充满着朝气和希望的孩子。
不知为和，我能够感受到类似阳光，未来，希望的味道。一如罗兰贤者给我的感觉一般温暖…
在日后的相处时，即便年纪还小，但已经能够独力承担起许多连大人都要为之头痛的责任。
我想要帮助这个孩子，帮助这个孩子将她的希望与温暖传达到世界的每一个角落。","与露西姆相遇的日子很短呢。
在工坊没有开业的时候，就只有在前往夏洛特大人的住处时才能见到这个充满着朝气和希望的孩子。
不知为和，我能够感受到类似阳光，未来，希望的味道。一如罗兰贤者给我的感觉一般温暖…
在日后的相处时，即便年纪还小，但已经能够独力承担起许多连大人都要为之头痛的责任。
我想要帮助这个孩子，帮助这个孩子将她的希望与温暖传达到世界的每一个角落。"
4937160,碧翠丝的自述·父亲,碧翠絲的自述·父親
4937170,"我是碧翠丝，从小就生活在了罗兰镇的酒馆里。
我和我的父亲纳雷德一起生活，一起经营着这个小酒馆。我一岁的时候，父亲为了我把店里卖的酒换成了果汁，并且将没卖完的酒桶全都封存在了地下室的最深处。
因此，寻常“酒馆”的样子我只在书里见到过。
我真的很感谢，如此为我着想的父亲。","我是碧翠丝，从小就生活在了罗兰镇的酒馆里。
我和我的父亲纳雷德一起生活，一起经营着这个小酒馆。我一岁的时候，父亲为了我把店里卖的酒换成了果汁，并且将没卖完的酒桶全都封存在了地下室的最深处。
因此，寻常“酒馆”的样子我只在书里见到过。
我真的很感谢，如此为我着想的父亲。"
4937180,碧翠丝的自述·老师,碧翠絲的自述·老師
4937190,"在我十三岁的时候，格蕾老师来到了琉璃岛。她解除了学院只招收魔女的限制，我和村里的其他孩子得以接受教育。
虽然没办法切身体会到魔法的存在，但是在学习炼药，炼金，和魔法历史的时候，我还是非常满足自己所能学到的一切。
即使是人类也有人类才能做到的事情。格蕾老师是这样教我的，即使不会魔法我也仍旧非常喜爱魔法相关的知识…","在我十三歲的時候，格蕾老師來到了琉璃島。她解除了學院只招收魔女的限制，我和村裏的其他孩子得以接受教育。
雖然沒辦法切身體會到魔法的存在，但是在學習鍊藥，鍊金，和魔法歷史的時候，我還是非常滿足自己所能學到的一切。
即使是人類也有人類才能做到的事情。格蕾老師是這樣教我的，即使不會魔法我也仍舊非常喜愛魔法相關的知識…"
4937200,碧翠丝的自述·世界,碧翠絲的自述·世界
4937210,"除去魔法，我还喜欢阅读记载着各种各样故事的书籍。像是战争前的世界，或者七位贤者还屹立于大地之上的黄金年代…
虽然罗兰镇很和平安宁，但是在我们岛外的世界，一定还充斥着各种硝烟吧…","除去魔法，我还喜欢阅读记载着各种各样故事的书籍。像是战争前的世界，或者七位贤者还屹立于大地之上的黄金年代…
虽然罗兰镇很和平安宁，但是在我们岛外的世界，一定还充斥着各种硝烟吧…"
4937220,碧翠丝的自述·梦,碧翠絲的自述·夢
4937230,"我的梦想是能够用自己的纸和笔记录世界的变化，即便是短短的百年，事物也会发生令人惊讶的变化。
我想亲自记下来，人类和魔女共同在田地歌唱，妖精和动物在山林中穿行的场景…
到那时候，我就可以封存自己书页，将自己记录历史的故事化作一本书放在永远传承的大图书馆之中了…那是我幻想的最美好的未来。","我的梦想是能够用自己的纸和笔记录世界的变化，即便是短短的百年，事物也会发生令人惊讶的变化。
我想亲自记下来，人类和魔女共同在田地歌唱，妖精和动物在山林中穿行的场景…
到那时候，我就可以封存自己书页，将自己记录历史的故事化作一本书放在永远传承的大图书馆之中了…那是我幻想的最美好的未来。"
4937240,莫西的自述·药草,莫西的自述·藥草
4937250,"我是莫西，因为是孤儿院的孩子所以并没有属于自己的姓氏喵~
我有一个弟弟，正和我一起经营罗兰镇中的行会相关事宜喵~
我的职业是草药学者，平时比较喜欢和花花草草以及小动物呆在一起~
最喜欢的小动物是猫，最不喜欢的是…墨鱼喵！
总感觉墨鱼黏糊糊的，而且总是散发着奇怪的臭味喵…","我是莫西，因為是孤兒院的孩子所以並沒有屬於自己的姓氏喵~
我有一個弟弟，正和我一起經營羅蘭鎮中的行會相關事宜喵~
我的職業是草藥學者，平時比較喜歡和花花草草以及小動物呆在一起~
最喜歡的小動物是貓，最不喜歡的是…墨魚喵！
總感覺墨魚黏糊糊的，而且總是散發著奇怪的臭味喵…"
4937260,莫西的自述·身世,莫西的自述·身世
4937280,莫西的自述·组织,莫西的自述·組織
4937290,"加入行会之前，我和我的弟弟莫多其实是黑猫盗贼团的一员喵…
黑猫盗贼团呢，其实也算不上盗贼啦喵…
就像是在行会一样，有人找我们委托事宜，我们帮他们处理麻烦。而且我们会筛选委托，只帮助穷人或者应该受到帮助的人喵…
不过这种行为终究是不对的喵！劫富济贫也好，帮助别人夺回物品也好…掠夺的本质没有变化…
师父他老人家就像“父亲”一样，告诉了我和莫多这个道理喵。","加入行会之前，我和我的弟弟莫多其实是黑猫盗贼团的一员喵…
黑猫盗贼团呢，其实也算不上盗贼啦喵…
就像是在行会一样，有人找我们委托事宜，我们帮他们处理麻烦。而且我们会筛选委托，只帮助穷人或者应该受到帮助的人喵…
不过这种行为终究是不对的喵！劫富济贫也好，帮助别人夺回物品也好…掠夺的本质没有变化…
师父他老人家就像“父亲”一样，告诉了我和莫多这个道理喵。"
